,PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
82,JH,FEDERACOES,ARTE,x,2022,Feb,9,Wed,13,4,8
83,JN,LEI ROUANET,ARTE,x,2022,Feb,9,Wed,19,25,9
84,JN,LEI ROUANET,ARTE,x,2022,Feb,9,Wed,19,58,48
85,JN,LEI ROUANET,DESTAQUE,x,2022,Feb,9,Wed,18,47,51
86,JN,LEI ROUANET,PASSEIO,x,2022,Feb,9,Wed,18,39,21
87,JN,PROBLEMAS ESOCIAL ARTE,ARTE,x,2022,Feb,9,Wed,18,39,51
88,JN,PROBLEMAS ESOCIAL,x,x,2022,Feb,9,Wed,18,30,57
89,JN,PROBLEMAS ESOCIAL,x,x,2022,Feb,9,Wed,20,41,7
90,JN,PROJETO AGROTOXICOS,ARTE,x,2022,Feb,9,Wed,20,0,58
91,JN,PROJETO AGROTOXICOS,ARTE,x,2022,Feb,9,Wed,20,14,0
92,JN,PROJETO AGROTOXICOS,ARTE,x,2022,Feb,9,Wed,20,19,19
93,JN,TELEFONIA,x,x,2022,Feb,9,Wed,20,52,20
0,BDBR,RENEGOCIACAO,x,x,2022,Feb,10,Thu,22,54,15
1,BDBR,PROJETO AGROTOXICOS,ARTE,x,2022,Feb,10,Thu,0,28,25
2,BDBR,PROJETO AGROTOXICOS,ARTE,x,2022,Feb,10,Thu,0,34,10
3,BDDF,FIES,x,x,2022,Feb,10,Thu,21,58,26
4,BDDF,NO,x,x,2022,Feb,10,Thu,21,57,40
5,BDDF,BENEFICIOS PCDF,ARTE,x,2022,Feb,10,Thu,0,0,20
6,BDDF,CRONICA PORTEIRO,ARTE,x,2022,Feb,10,Thu,20,15,40
7,BDDF,CRONICA PORTEIRO,ARTE,x,2022,Feb,10,Thu,20,17,42
8,BDDF,DADOS MATRICULAS,ARTE,x,2022,Feb,10,Thu,23,34,30
9,BDDF,FATO OU FAKE,x,x,2022,Feb,10,Thu,6,7,55
10,BDDF,FATO OU FAKE,x,x,2022,Feb,10,Thu,6,8,5
11,BDDF,LEITOS DE UTI,ARTE,x,2022,Feb,10,Thu,23,37,42
12,BDDF,LEITOS DE UTI,ARTE,x,2022,Feb,10,Thu,23,37,53
13,BDDF,OBRAS ESCOLAS,ARTE,x,2022,Feb,10,Thu,23,46,57
14,BDDF,STORY,x,x,2022,Feb,10,Thu,23,31,29
15,DF1,BERMUDA STJ,x,x,2022,Feb,10,Thu,10,51,35
16,DF1,BERMUDA STJ,x,x,2022,Feb,10,Thu,10,51,27
17,DF1,BERMUDA STJ,x,x,2022,Feb,10,Thu,10,51,19
18,DF1,CAFE BACANA,ARTE,KMB,2022,Feb,10,Thu,10,35,34
19,DF1,LICITACAO BRA,ARTE,KMB,2022,Feb,10,Thu,10,4,27
20,DF1,LICITACAO BRA,ARTE,KMB,2022,Feb,10,Thu,10,36,55
21,DF1,LICITACAO BRA,ARTE,KMB,2022,Feb,10,Thu,10,6,44
22,DF1,LICITACAO BRA,DESTAQUE,KMB,2022,Feb,10,Thu,9,50,50
23,GE,LICITACAO BRA,x,KMB,2022,Feb,10,Thu,10,57,8
24,DF1,PESQUISA COVID,GRAFICO,KMB,2022,Feb,10,Thu,10,49,28
25,DF1,Sem Tratamento,ARTE,x,2022,Feb,10,Thu,10,40,0
26,DF1,VOLTA AS AULAS,ARTE,x,2022,Feb,10,Thu,10,16,27
27,DF1,VOLTA AS AULAS,ARTE,x,2022,Feb,10,Thu,10,22,43
28,DF2,CAFE BACANA,ARTE,KMB,2022,Feb,10,Thu,17,31,20
29,DF2,CAMARA CANCELA,DESTAQUE,x,2022,Feb,10,Thu,18,15,15
30,DF2,COVID,DESTAQUE,x,2022,Feb,10,Thu,16,15,18
31,DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,10,Thu,17,34,30
32,DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,10,Thu,18,27,43
33,DF2,FIOCRUZ,DESTAQUE,x,2022,Feb,10,Thu,17,48,19
34,DF2,FIOCRUZ,PASSEIO,x,2022,Feb,10,Thu,18,32,24
35,DF2,FIOCRUZ,PASSEIO,x,2022,Feb,10,Thu,17,45,25
36,GE,DITADO,ARTE,x,2022,Feb,10,Thu,11,33,6
37,GE,REAL BRASILIA,DESTAQUE,x,2022,Feb,10,Thu,10,45,24
38,GE,SUPERCOPA FEM,FOTO,KMB,2022,Feb,10,Thu,12,35,8
39,GE,SUPERCOPA FEM,FOTO,KMB,2022,Feb,10,Thu,12,35,14
40,GE,VASCO,FOTO,x,2022,Feb,10,Thu,10,11,41
41,GE,VASCO,FOTO,x,2022,Feb,10,Thu,10,7,56
42,GNEWS,FEDERACOES,ARTE,x,2022,Feb,10,Thu,16,5,39
43,J10,J10,x,x,2022,Feb,10,Thu,20,16,47
44,GNEWS,ORCAMENTO,ARTE,x,2022,Feb,10,Thu,13,49,0
45,GNEWS,ORCAMENTO,ARTE,x,2022,Feb,10,Thu,13,47,53
46,GNEWS,ORCAMENTO,ARTE,x,2022,Feb,10,Thu,13,46,52
47,GNEWS,PROJETO AGROTOXICOS,ARTE,KMB,2022,Feb,10,Thu,7,16,28
48,GNEWS,PROJETO AGROTOXICOS,ARTE,KMB,2022,Feb,10,Thu,8,14,22
49,GNEWS,SUGESTÕES,ARTE,PHB,2022,Feb,10,Thu,16,35,28
50,GNEWS,TRATAMENTO CANCER,ARTE,x,2022,Feb,10,Thu,17,16,9
51,GNEWS,VACINAÇÃO,x,PHB,2022,Feb,10,Thu,14,36,20
52,H1,AGROTOXICO,ARTE,x,2022,Feb,10,Thu,0,6,42
53,J10,FOTOS,FOTO,x,2022,Feb,10,Thu,20,36,6
54,J10,RENEGOCIACAO FIES,ARTE,x,2022,Feb,10,Thu,22,14,58
55,JG,POLICIA FEDERAL,x,x,2022,Feb,10,Thu,23,5,13
56,JG,POLICIA FEDERAL,x,x,2022,Feb,10,Thu,22,59,27
57,JG,POLICIA FEDERAL,x,x,2022,Feb,10,Thu,22,47,54
58,JG,POLICIA FEDERAL,x,x,2022,Feb,10,Thu,23,22,48
59,JG,POLICIA FEDERAL,x,x,2022,Feb,10,Thu,23,1,18
60,JG,POLICIA FEDERAL,x,x,2022,Feb,10,Thu,23,12,42
61,JH,ENEM,ARTE,x,2022,Feb,10,Thu,13,9,2
62,JN,DESTAQUE,DESTAQUE,PHB,2022,Feb,10,Thu,19,57,33
63,JN,FEDERACOES,ARTE,x,2022,Feb,10,Thu,19,13,30
64,JN,FEDERACOES,ARTE,x,2022,Feb,10,Thu,19,38,37
65,JN,MARIO FRIAS,DESTAQUE,x,2022,Feb,10,Thu,20,6,16
66,JN,MARIO FRIAS,DESTAQUE,x,2022,Feb,10,Thu,20,31,22
67,JN,MARIO FRIAS,DESTAQUE,x,2022,Feb,10,Thu,19,47,28
68,JN,MARIO FRIAS,DESTAQUE,x,2022,Feb,10,Thu,19,48,28
69,JN,MARIO FRIAS,FOTO,x,2022,Feb,10,Thu,20,31,44
70,JN,MARIO FRIAS,PASSEIO,x,2022,Feb,10,Thu,17,44,8
71,JN,MARIO FRIAS,x,x,2022,Feb,10,Thu,19,53,59
0,BDBR,DINHEIRO ESQUECIDO,ARTE,FQB,2022,Feb,11,Fri,21,49,50
1,BDBR,DINHEIRO ESQUECIDO,x,FQB,2022,Feb,11,Fri,22,12,29
2,BDBR,FIES,TELA,x,2022,Feb,11,Fri,0,0,27
3,BDBR,FIES,TELA,x,2022,Feb,11,Fri,0,3,37
4,BDBR,FIES,x,x,2022,Feb,11,Fri,0,10,15
5,BDDF,LANCHES CLDF,DESTAQUE,x,2022,Feb,11,Fri,7,25,0
6,BDDF,LEITOS DE UTI,ARTE,x,2022,Feb,11,Fri,0,33,30
7,BDDF,LEITOS DE UTI,ARTE,x,2022,Feb,11,Fri,0,48,8
8,BDDF,NO FIM DAS CONTAS DINHEIRO ESQUECIDO,ARTE,x,2022,Feb,11,Fri,6,38,10
9,DF1,ATENDIMENTO INSS,DESTAQUE,x,2022,Feb,11,Fri,10,53,46
10,DF1,COVID CASOS,GRAFICO,x,2022,Feb,11,Fri,21,20,2
11,DF1,COVID MORTES,GRAFICO,x,2022,Feb,11,Fri,21,25,0
12,GE,ESCOLA LONGE DE CASA,DESTAQUE,x,2022,Feb,11,Fri,9,27,0
13,DF1,MAIS ROLO,ARTE,KMB,2022,Feb,11,Fri,11,2,7
14,DF1,MAIS ROLO,DESTAQUE,x,2022,Feb,11,Fri,11,17,18
15,DF1,MAIS ROLO,DESTAQUE,x,2022,Feb,11,Fri,11,5,36
16,DF1,MAIS ROLO,DESTAQUE,x,2022,Feb,11,Fri,11,12,33
17,DF1,MAIS ROLO,DESTAQUE,x,2022,Feb,11,Fri,11,32,42
18,DF1,MAIS ROLO,DESTAQUE,x,2022,Feb,11,Fri,11,6,59
19,DF1,MAIS ROLO,DESTAQUE,x,2022,Feb,11,Fri,11,5,6
20,DF1,MAIS ROLO,x,KMB,2022,Feb,11,Fri,10,46,42
21,DF1,PROMESSA DESPEJO,DESTAQUE,x,2022,Feb,11,Fri,10,46,31
22,DF1,VACINACAO CONTRA,x,PHB,2022,Feb,11,Fri,18,2,17
23,DF2,ACESSIBILIDADE,DESTAQUE,x,2022,Feb,11,Fri,16,40,25
24,DF2,ACESSIBILIDADE,DESTAQUE,x,2022,Feb,11,Fri,16,40,15
25,DF2,ARARA,x,x,2022,Feb,11,Fri,17,58,53
26,DF2,COVID,GRAFICO,x,2022,Feb,11,Fri,18,12,37
27,DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,11,Fri,17,40,43
28,DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,11,Fri,18,41,57
29,DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,11,Fri,18,48,30
30,DF2,REGRAS CONDOMINIOS,ARTE,x,2022,Feb,11,Fri,18,33,16
31,GE,CORINTHIANS,ARTE,x,2022,Feb,11,Fri,10,15,25
32,GE,PAULO ANDRE,x,KMB,2022,Feb,11,Fri,11,33,15
33,GE,PAULO ANDRE,x,x,2022,Feb,11,Fri,11,32,47
34,GE,PELE,DESTAQUE,KMB,2022,Feb,11,Fri,9,31,11
35,GE,REDE SOCIAL PAULO ANDRE,DESTAQUE,x,2022,Feb,11,Fri,9,55,44
36,GE,REDE SOCIAL PAULO ANDRE,DESTAQUE,x,2022,Feb,11,Fri,9,22,20
37,GNEWS,ARTIGO 282,x,x,2022,Feb,11,Fri,21,48,22
38,GNEWS,DESMATAMENTO AMAZONIA,x,x,2022,Feb,11,Fri,14,29,27
39,GNEWS,DESMATAMENTO MAPA,MAPA,x,2022,Feb,11,Fri,20,56,14
40,GNEWS,DORIA E BALEIA tela 01,TELA,GVB,2022,Feb,11,Fri,21,22,6
41,GNEWS,DORIA E BALEIA tela 02,TELA,GVB,2022,Feb,11,Fri,21,22,14
42,GNEWS,DORIA E BALEIA,TELA,GVB,2022,Feb,11,Fri,21,7,15
43,GNEWS,FIES,ARTE,KMB,2022,Feb,11,Fri,10,16,25
44,GNEWS,FIES,TELA,KMB,2022,Feb,11,Fri,10,14,46
45,GNEWS,FIES,TELA,KMB,2022,Feb,11,Fri,10,15,47
46,GNEWS,GABINETE ODIO,TELA,x,2022,Feb,11,Fri,22,9,33
47,GNEWS,GABINETE ODIO,TELA,x,2022,Feb,11,Fri,22,31,39
48,GNEWS,GABINETE,TELA,x,2022,Feb,11,Fri,21,57,59
49,GNEWS,GABINETE,TELA,x,2022,Feb,11,Fri,22,25,21
50,GNEWS,JOGO ELEITORAL,ARTE,x,2022,Feb,11,Fri,21,10,19
51,GNEWS,JOGO ELEITORAL,ARTE,x,2022,Feb,11,Fri,21,10,49
52,GNEWS,MILICIAS DIGITAIS,ARTE,x,2022,Feb,11,Fri,17,7,41
53,JG,DESMATAMENTO DISPARA,MAPA,x,2022,Feb,11,Fri,21,46,28
54,JG,DESMATAMENTO,GRAFICO,x,2022,Feb,11,Fri,21,46,37
55,JG,DESMATAMENTO,GRAFICO,x,2022,Feb,11,Fri,22,20,29
56,JG,POLICIA FEDERAL,x,x,2022,Feb,11,Fri,0,42,45
57,JH,DESMATAMENTO JANEIRO,DESTAQUE,KMB,2022,Feb,11,Fri,13,43,2
58,JH,DESMATAMENTO JANEIRO,GRAFICO,KMB,2022,Feb,11,Fri,12,30,15
59,JH,DESMATAMENTO JANEIRO,GRAFICO,KMB,2022,Feb,11,Fri,13,58,30
60,JH,INQUERITO BOLSONARO,DESTAQUE,x,2022,Feb,11,Fri,12,53,22
61,JH,INQUERITO BOLSONARO,DESTAQUE,KMB,2022,Feb,11,Fri,12,48,38
62,JH,INQUERITO BOLSONARO,DESTAQUE,KMB,2022,Feb,11,Fri,12,54,34
63,JH,INQUERITO BOLSONARO,DESTAQUE,KMB,2022,Feb,11,Fri,12,59,7
64,JH,INQUERITO BOLSONARO,DESTAQUE,KMB,2022,Feb,11,Fri,13,1,59
65,JH,MILICIAS DIGITAIS,ARTE,x,2022,Feb,11,Fri,13,37,29
66,JN,DESTAQUE PG 43,DESTAQUE,x,2022,Feb,11,Fri,18,36,15
67,JN,ARQUIVA LAVAJATO ARTE NOTA RENAN.1,ARTE,x,2022,Feb,11,Fri,19,18,14
68,JN,ARQUIVA LAVAJATO ARTE NOTA RENAN,ARTE,x,2022,Feb,11,Fri,19,18,49
69,JN,ARQUIVA LAVAJATO ARTE NOTA RENAN,ARTE,x,2022,Feb,11,Fri,19,34,8
70,JN,AUMENTA,x,x,2022,Feb,11,Fri,20,13,43
71,JN,DESMATAMENTO DISPARA,MAPA,x,2022,Feb,11,Fri,19,51,8
72,JN,DESMATAMENTO DISPARA,MAPA,x,2022,Feb,11,Fri,20,12,1
73,JN,DESMATAMENTO DISPARA,x,x,2022,Feb,11,Fri,20,22,29
74,JN,DESMATAMENTO DISPARA,x,x,2022,Feb,11,Fri,20,42,57
75,JN,DESMATAMENTO,GRAFICO,x,2022,Feb,11,Fri,19,45,9
76,JN,FEDERACOES,ARTE,x,2022,Feb,11,Fri,16,40,55
77,JN,FEDERACOES,ARTE,x,2022,Feb,11,Fri,18,18,0
78,JN,FEDERACOES,x,x,2022,Feb,11,Fri,17,58,22
79,JN,FEDERACOES,x,x,2022,Feb,11,Fri,18,0,5
80,JN,FEDERACOES,x,x,2022,Feb,11,Fri,17,59,29
81,JN,MILICIA DIGITAL,ARTE,x,2022,Feb,11,Fri,19,6,9
82,JN,MILICIA DIGITAL,ARTE,x,2022,Feb,11,Fri,19,42,40
83,JN,MILICIA DIGITAL,FOTO,x,2022,Feb,11,Fri,18,27,7
84,JN,REJEITA E ARQUIVA LAVAJATO ARTE INEGAVEL,ARTE,x,2022,Feb,11,Fri,18,56,9
85,JN,REJEITA E ARQUIVA LAVAJATO ARTE NAO CONSTA,ARTE,x,2022,Feb,11,Fri,18,43,45
86,JN,REJEITA E ARQUIVA LAVAJATO ARTE,ARTE,x,2022,Feb,11,Fri,18,46,47
87,JN,VT REJEITA E ARQUIVA LAVAJATO ARTE NOTA,ARTE,x,2022,Feb,11,Fri,19,29,33
88,JN,VT REJEITA E ARQUIVA LAVAJATO ARTE NOTA,ARTE,x,2022,Feb,11,Fri,19,56,17
0,DF1,FEIRANTE,DESTAQUE,x,2022,Feb,12,Sat,10,27,19
1,DF1,FEIRANTE,DESTAQUE,x,2022,Feb,12,Sat,10,40,5
2,DF1,FEIRANTE,DESTAQUE,x,2022,Feb,12,Sat,9,50,7
3,DF1,FEIRANTE,DESTAQUE,x,2022,Feb,12,Sat,9,49,54
4,DF2,DENGUE,MAPA,x,2022,Feb,12,Sat,18,34,32
5,DF2,GOLPE MOVEIS,PASSEIO,x,2022,Feb,12,Sat,18,52,27
6,DF2,RIO MELCHIOR PERICIA,DESTAQUE,x,2022,Feb,12,Sat,17,55,31
7,DF2,RIO MELCHIOR,MAPA,GVB,2022,Feb,12,Sat,18,36,9
8,GNEWS,CORONAO tela01,TELA,GVB,2022,Feb,12,Sat,18,11,31
9,GNEWS,CORONAO tela02,TELA,GVB,2022,Feb,12,Sat,18,11,44
10,GNEWS,CORONAO tela03,TELA,GVB,2022,Feb,12,Sat,18,11,57
11,GNEWS,CORONAO tela04,TELA,GVB,2022,Feb,12,Sat,18,12,11
12,GNEWS,DINHEIRO ESQUECIDO arte1,ARTE,GVB,2022,Feb,12,Sat,20,31,11
13,GNEWS,DINHEIRO ESQUECIDO arte3,ARTE,GVB,2022,Feb,12,Sat,20,10,45
14,GNEWS,PRISAO TEMPORARIA nova,ARTE,GVB,2022,Feb,12,Sat,20,58,25
15,GNEWS,PRISAO TEMPORARIA,ARTE,x,2022,Feb,12,Sat,10,49,57
16,JH,PRISAO TEMPORARIA,ARTE,GVB,2022,Feb,12,Sat,11,5,15
17,JN,PRISAO PREVENTIVA,ARTE,GVB,2022,Feb,12,Sat,19,28,46
18,JN,PRISAO TEMPORARIA VOTO CARMEM ,DESTAQUE,x,2022,Feb,12,Sat,17,24,35
19,JN,PRISAO TEMPORARIA VOTO CARMEM,DESTAQUE,x,2022,Feb,12,Sat,18,35,53
20,JN,PRISAO TEMPORARIA VOTO CARMEM,DESTAQUE,x,2022,Feb,12,Sat,17,33,58
21,JN,PRISAO TEMPORARIA VOTO CARMEM,DESTAQUE,x,2022,Feb,12,Sat,18,30,44
22,JN,PRISAO TEMPORARIA VOTO CARMEM,DESTAQUE,x,2022,Feb,12,Sat,16,48,30
23,JN,PRISAO TEMPORARIA VOTO CARMEM,DESTAQUE,x,2022,Feb,12,Sat,19,36,29
24,JN,PRISAO TEMPORARIA VOTO GILMAR,DESTAQUE,x,2022,Feb,12,Sat,16,27,50
25,JN,PRISAO TEMPORARIA VOTO GILMAR,DESTAQUE,x,2022,Feb,12,Sat,19,2,41
0,BDDF,BANCO CENTRAL,PASSEIO,x,2022,Feb,13,Sun,19,37,50
1,BDDF,POLUIÇÃO SONORA,ARTE,IRB,2022,Feb,13,Sun,21,7,50
2,BDDF,VOLTA AS AULAS CASOS POSITIVOS,ARTE,IRB,2022,Feb,13,Sun,17,28,12
3,BDDF,VOLTA AS AULAS GUIA CONTAGIO,ARTE,IRB,2022,Feb,13,Sun,17,19,46
4,BDDF,VOLTA AS AULAS GUIA CONTAGIO,ARTE,IRB,2022,Feb,13,Sun,17,33,15
5,GE,TABELA CANDANGAO,ARTE,IRB,2022,Feb,13,Sun,21,35,49
0,BDBR,PERIODO,x,x,2022,Feb,14,Mon,23,43,14
1,BDBR,COMBUSTIVEIS,ARTE,KMB,2022,Feb,14,Mon,8,27,26
2,BDBR,DINHEIRO ESQUECIDO,x,FQB,2022,Feb,14,Mon,7,32,16
3,BDDF,ARTE CORINTHIANS,DESTAQUE,x,2022,Feb,14,Mon,23,28,8
4,BDDF,ARTE ELIMINATORIAS,DESTAQUE,x,2022,Feb,14,Mon,23,38,26
5,BDDF,ARTE GREMIO,DESTAQUE,x,2022,Feb,14,Mon,23,21,11
6,BDDF,CARCERE PRIVADO,ARTE,GVB,2022,Feb,14,Mon,22,31,18
7,BDDF,CASOS DENGUE1,MAPA,AMB,2022,Feb,14,Mon,19,50,15
8,BDDF,CASOS DENGUE1,MAPA,x,2022,Feb,14,Mon,22,55,21
9,BDDF,CASOS DENGUE2,MAPA,x,2022,Feb,14,Mon,22,47,57
10,BDDF,DF INSEGURO,x,KMB,2022,Feb,14,Mon,5,27,30
11,BDDF,REGRAS PASSE LIVRE,ARTE,x,2022,Feb,14,Mon,22,25,1
12,BDDF,VIOLENCIA CONTRA AS MULHERES,x,KMB,2022,Feb,14,Mon,5,26,25
13,BDDF,VOLTA AS AULAS GUIA CONTAGIO,ARTE,IRB,2022,Feb,14,Mon,6,13,56
14,DF1,CONTRATA PRUDENTE PAG 11,DESTAQUE,KMB,2022,Feb,14,Mon,10,31,5
15,DF1,CONTRATA PRUDENTE PAG 4,DESTAQUE,KMB,2022,Feb,14,Mon,10,33,10
16,DF1,CONTRATA PRUDENTE PAG 6 ITEM D,DESTAQUE,KMB,2022,Feb,14,Mon,11,39,8
17,DF1,CONTRATA PRUDENTE PAG 6 ITENS,DESTAQUE,KMB,2022,Feb,14,Mon,10,28,25
18,DF1,EFEITOS COVID,GRAFICO,KMB,2022,Feb,14,Mon,11,24,58
19,DF1,ESTRADAS BR020,MAPA,IRB,2022,Feb,14,Mon,10,18,19
20,DF1,ESTRADAS MORTES POR RODOVIA,DESTAQUE,IRB,2022,Feb,14,Mon,9,52,31
21,GE,REAGE ASSALTO 01,x,IRB,2022,Feb,14,Mon,10,50,19
22,GE,REAGE ASSALTO 02,x,IRB,2022,Feb,14,Mon,10,56,33
23,DF2,FRAUDE INSS,DESTAQUE,x,2022,Feb,14,Mon,12,41,2
24,DF2,FRAUDE INSS,DESTAQUE,x,2022,Feb,14,Mon,16,34,13
25,DF2,FRAUDE INSS,DESTAQUE,x,2022,Feb,14,Mon,16,35,45
26,DF2,FROTA IPVA,ARTE,x,2022,Feb,14,Mon,17,31,18
27,DF2,FROTA IPVA,GRAFICO,AMB,2022,Feb,14,Mon,18,35,17
28,DF2,GOLPE INSS,DESTAQUE,AMB,2022,Feb,14,Mon,16,27,52
29,DF2,GOLPE INSS,DESTAQUE,AMB,2022,Feb,14,Mon,16,13,29
30,DF2,PREDIO IRREGULAR,DESTAQUE,KLB,2022,Feb,14,Mon,17,39,53
31,GE,DESTAQUE,DESTAQUE,PHB,2022,Feb,14,Mon,11,7,58
32,J10,J10,MAPA,x,2022,Feb,14,Mon,21,18,50
33,GNEWS,ATAQUE AS URNAS,ARTE,AMB,2022,Feb,14,Mon,18,8,42
34,GNEWS,ATAQUE AS URNAS,ARTE,AMB,2022,Feb,14,Mon,18,18,54
35,GNEWS,CRIPTOMOEDAS,ARTE,GVB,2022,Feb,14,Mon,21,29,14
36,GNEWS,DECRETOS GARIMPO,ARTE,x,2022,Feb,14,Mon,21,45,7
37,GNEWS,DECRETOS GARIMPO,ARTE,x,2022,Feb,14,Mon,22,16,11
38,GNEWS,DECRETOS GARIMPO,ARTE,x,2022,Feb,14,Mon,21,51,11
39,GNEWS,DECRETOS GARIMPO,ARTE,x,2022,Feb,14,Mon,22,18,15
40,GNEWS,DECRETOS GARIMPO,ARTE,x,2022,Feb,14,Mon,21,54,33
41,GNEWS,DECRETOS GARIMPO,ARTE,x,2022,Feb,14,Mon,22,14,58
42,GNEWS,ED 18 ADPF,DESTAQUE,KLB,2022,Feb,14,Mon,18,56,24
43,GNEWS,ED 18 ADPF,DESTAQUE,KLB,2022,Feb,14,Mon,19,1,7
44,GNEWS,FOTO BOLSONARO,FOTO,x,2022,Feb,14,Mon,19,51,32
45,GNEWS,FOTO BOLSONARO,FOTO,x,2022,Feb,14,Mon,19,50,33
46,J10,J10,x,x,2022,Feb,14,Mon,21,18,50
47,J10,J10,TELA,x,2022,Feb,14,Mon,21,20,41
48,J10,J10,TELA,x,2022,Feb,14,Mon,21,33,45
49,GNEWS,RUSSIA x UCRANIA BY,x,x,2022,Feb,14,Mon,14,9,57
50,GNEWS,RUSSIA x UCRANIA,x,x,2022,Feb,14,Mon,12,0,50
51,GNEWS,VACINA,DESTAQUE,AMB,2022,Feb,14,Mon,19,30,6
52,H1,CALENDARIO,x,x,2022,Feb,14,Mon,22,20,40
53,H1,MINERACAO,ARTE,x,2022,Feb,14,Mon,22,8,42
54,H1,MINERACAO,ARTE,x,2022,Feb,14,Mon,23,44,12
55,JG,ARTE,ARTE,x,2022,Feb,14,Mon,22,26,32
56,JG,CALENDARIO,x,x,2022,Feb,14,Mon,22,43,42
57,JG,DINHEIRO ESQUECIDO arte,ARTE,x,2022,Feb,14,Mon,23,30,12
58,JG,MINERACAO,ARTE,x,2022,Feb,14,Mon,22,26,32
59,JH,DINHEIRO ESQUECIDO CALENDARIO,ARTE,IRB,2022,Feb,14,Mon,12,45,56
60,JH,DINHEIRO ESQUECIDO CALENDARIO,ARTE,IRB,2022,Feb,14,Mon,13,15,55
61,JH,DINHEIRO ESQUECIDO CASO NEGATIVO,DESTAQUE,IRB,2022,Feb,14,Mon,13,23,12
62,JH,DINHEIRO ESQUECIDO passo a passo computador,DESTAQUE,KMB,2022,Feb,14,Mon,11,52,5
63,JH,DINHEIRO ESQUECIDO passo a passo computador,DESTAQUE,KMB,2022,Feb,14,Mon,12,26,2
64,JH,DINHEIRO ESQUECIDO passo a passo site,DESTAQUE,IRB,2022,Feb,14,Mon,11,59,54
65,JH,DINHEIRO ESQUECIDO,ARTE,IRB,2022,Feb,14,Mon,12,18,26
66,JH,DINHEIRO ESQUECIDO,ARTE,IRB,2022,Feb,14,Mon,12,49,51
67,JN, LEWANDAS X DISQUE 100 ARTE RESTRIÇÃO,DESTAQUE,GVB,2022,Feb,14,Mon,20,28,57
68,JN,DINEIRO,ARTE,x,2022,Feb,14,Mon,20,10,32
69,JN,DINHEIRO ESQUECIDO arte01,ARTE,GVB,2022,Feb,14,Mon,20,17,36
70,JN,DINHEIRO ESQUECIDO arte03,ARTE,WMB,2022,Feb,14,Mon,20,17,32
71,JN,DINHEIRO ESQUECIDO arte03,ARTE,WMB,2022,Feb,14,Mon,20,21,40
72,JN,LEWANDAS X DISQUE 100 ARTE A LUZ,DESTAQUE,x,2022,Feb,14,Mon,20,31,53
73,JN,LEWANDAS X DISQUE 100 ARTE ABSTENHA,DESTAQUE,GVB,2022,Feb,14,Mon,20,22,38
74,JN,LEWANDAS X DISQUE 100 ARTE CONSENSO,DESTAQUE,x,2022,Feb,14,Mon,20,24,23
75,JN,LEWANDAS X DISQUE 100 ARTE DISSEMINAREM,ARTE,x,2022,Feb,14,Mon,20,29,51
76,JN,LEWANDAS X DISQUE 100 ARTE GARANTIDO,DESTAQUE,x,2022,Feb,14,Mon,20,21,50
77,JN,LEWANDAS X DISQUE 100 ARTE SAUDE COLETIVA,ARTE,WMB,2022,Feb,14,Mon,20,29,25
78,JN,MINERACAO ARTESANAL nota mme,DESTAQUE,AMB,2022,Feb,14,Mon,19,44,47
79,JN,MINERACAO ARTESANAL nota mme,DESTAQUE,AMB,2022,Feb,14,Mon,19,46,32
80,JN,MINERACAO ARTESANAL nota presidencia,DESTAQUE,AMB,2022,Feb,14,Mon,19,34,48
81,JN,MINERACAO ARTESANAL nota presidencia,DESTAQUE,AMB,2022,Feb,14,Mon,19,47,18
82,JN,MINERACAO ARTESANAL,PASSEIO,x,2022,Feb,14,Mon,18,0,18
83,JN,MINERACAO,ARTE,x,2022,Feb,14,Mon,20,16,4
0,BDBR,PROPOSTA,x,x,2022,Feb,15,Tue,22,39,25
1,BDBR,INSS,x,PHB,2022,Feb,15,Tue,18,55,56
2,BDBR,proposta emenda,x,x,2022,Feb,15,Tue,23,51,9
3,BDBR,TSE x DESINFORMACAO,ARTE,GVB,2022,Feb,15,Tue,21,29,14
4,BDDF,CUSTOS,x,x,2022,Feb,15,Tue,22,19,3
5,BDDF,Nova,x,x,2022,Feb,15,Tue,23,30,54
6,BDDF,VENDA,x,x,2022,Feb,15,Tue,22,23,52
7,BDDF,CALENDARIO IPTU,ARTE,AMB,2022,Feb,15,Tue,5,43,43
8,BDDF,CALENDARIO IPTU,ARTE,AMB,2022,Feb,15,Tue,5,50,12
9,BDDF,CARCERE PRIVADO,ARTE,IRB,2022,Feb,15,Tue,5,50,3
10,BDDF,FIM DAS CONTAS DIVIDA DE OBRA,ARTE,IRB,2022,Feb,15,Tue,5,22,0
11,BDDF,FIM DAS CONTAS DIVIDA DE OBRA,ARTE,IRB,2022,Feb,15,Tue,6,10,25
12,BDDF,FIM DAS CONTAS DIVIDA DE OBRA,ARTE,IRB,2022,Feb,15,Tue,6,10,37
13,BDDF,FROTA IPVA,ARTE,x,2022,Feb,15,Tue,0,41,13
